base_text,latitude,longitude,month,Canx,aircraft
PETERSON AFB,38.805805,-104.700778,7,0.0241935483870967,global-Hawk
PETERSON AFB,38.805805,-104.700778,8,0.0222222222222222,global-Hawk
PETERSON AFB,38.805805,-104.700778,9,0.022964509394572,global-Hawk
PETERSON AFB,38.805805,-104.700778,10,0.0504032258064516,global-Hawk
PETERSON AFB,38.805805,-104.700778,11,0.0375,global-Hawk
PETERSON AFB,38.805805,-104.700778,12,0.0564516129032258,global-Hawk
ROBINS AFB,32.640144,-83.59185,1,0.0343434343434343,global-Hawk
ROBINS AFB,32.640144,-83.59185,2,0.0353982300884955,global-Hawk
ROBINS AFB,32.640144,-83.59185,3,0.0303030303030303,global-Hawk
ROBINS AFB,32.640144,-83.59185,4,0.0229166666666666,global-Hawk
ROBINS AFB,32.640144,-83.59185,5,0.0141129032258064,global-Hawk
ROBINS AFB,32.640144,-83.59185,6,0.0083333333333333,global-Hawk
ROBINS AFB,32.640144,-83.59185,7,0.0161616161616161,global-Hawk
ROBINS AFB,32.640144,-83.59185,8,0.0141129032258064,global-Hawk
ROBINS AFB,32.640144,-83.59185,9,0.0104384133611691,global-Hawk
ROBINS AFB,32.640144,-83.59185,10,0.0121212121212121,global-Hawk
ROBINS AFB,32.640144,-83.59185,11,0.0417536534446764,global-Hawk
ROBINS AFB,32.640144,-83.59185,12,0.0483870967741935,global-Hawk
TINKER AFB,35.414739,-97.386633,1,0.127016129032258,global-Hawk
TINKER AFB,35.414739,-97.386633,2,0.1084070796460177,global-Hawk
TINKER AFB,35.414739,-97.386633,3,0.1149193548387096,global-Hawk
TINKER AFB,35.414739,-97.386633,4,0.1541666666666666,global-Hawk
TINKER AFB,35.414739,-97.386633,5,0.0604838709677419,global-Hawk
TINKER AFB,35.414739,-97.386633,6,0.0645833333333333,global-Hawk
TINKER AFB,35.414739,-97.386633,7,0.0120967741935483,global-Hawk
TINKER AFB,35.414739,-97.386633,8,0.0101010101010101,global-Hawk
TINKER AFB,35.414739,-97.386633,9,0.0187891440501043,global-Hawk
TINKER AFB,35.414739,-97.386633,10,0.0766129032258064,global-Hawk
TINKER AFB,35.414739,-97.386633,11,0.09375,global-Hawk
TINKER AFB,35.414739,-97.386633,12,0.1290322580645161,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,1,0.1129032258064516,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,2,0.1431818181818182,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,3,0.0850202429149797,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,4,0.1236897274633123,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,5,0.0909090909090909,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,6,0.101511879049676,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,7,0.0979591836734693,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,8,0.0909090909090909,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,9,0.1038135593220339,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,10,0.0946236559139784,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,11,0.131578947368421,global-Hawk
VANDENBERG AFB,34.70081,-120.46794,12,0.1777777777777777,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,1,0.0685483870967741,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,2,0.0909090909090909,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,3,0.0806451612903225,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,4,0.0833333333333333,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,5,0.0463709677419354,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,6,0.0354166666666666,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,7,0.0241935483870967,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,8,0.0383838383838383,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,9,0.0501043841336116,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,10,0.0665322580645161,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,11,0.0625,global-Hawk
WRIGHT PATTERSON AFB,39.826111,-84.048332,12,0.064516129032258,global-Hawk
